row_id,split,collision_id,pair_seed,order_index,alpha1,alpha2,source_seed1,source_seed2
485,test,242,20266843,1,0.62,0.46,21266843,20266843
486,test,243,20266843,0,0.54,0.62,20266843,21266843
487,test,243,20266843,1,0.62,0.54,21266843,20266843
488,test,244,20266844,0,0.38,0.46,20266844,21266844
489,test,244,20266844,1,0.46,0.38,21266844,20266844
490,test,245,20266844,0,0.38,0.54,20266844,21266844
491,test,245,20266844,1,0.54,0.38,21266844,20266844
492,test,246,20266844,0,0.38,0.62,20266844,21266844
493,test,246,20266844,1,0.62,0.38,21266844,20266844
494,test,247,20266844,0,0.46,0.54,20266844,21266844
495,test,247,20266844,1,0.54,0.46,21266844,20266844
496,test,248,20266844,0,0.46,0.62,20266844,21266844
497,test,248,20266844,1,0.62,0.46,21266844,20266844
498,test,249,20266844,0,0.54,0.62,20266844,21266844
499,test,249,20266844,1,0.62,0.54,21266844,20266844
500,test,250,20266845,0,0.38,0.46,20266845,21266845
501,test,250,20266845,1,0.46,0.38,21266845,20266845
502,test,251,20266845,0,0.38,0.54,20266845,21266845
503,test,251,20266845,1,0.54,0.38,21266845,20266845
504,test,252,20266845,0,0.38,0.62,20266845,21266845
505,test,252,20266845,1,0.62,0.38,21266845,20266845
506,test,253,20266845,0,0.46,0.54,20266845,21266845
507,test,253,20266845,1,0.54,0.46,21266845,20266845
508,test,254,20266845,0,0.46,0.62,20266845,21266845
509,test,254,20266845,1,0.62,0.46,21266845,20266845
510,test,255,20266845,0,0.54,0.62,20266845,21266845
511,test,255,20266845,1,0.62,0.54,21266845,20266845
512,test,256,20266846,0,0.38,0.46,20266846,21266846
513,test,256,20266846,1,0.46,0.38,21266846,20266846
514,test,257,20266846,0,0.38,0.54,20266846,21266846
515,test,257,20266846,1,0.54,0.38,21266846,20266846
516,test,258,20266846,0,0.38,0.62,20266846,21266846
517,test,258,20266846,1,0.62,0.38,21266846,20266846
518,test,259,20266846,0,0.46,0.54,20266846,21266846
519,test,259,20266846,1,0.54,0.46,21266846,20266846
520,test,260,20266846,0,0.46,0.62,20266846,21266846
521,test,260,20266846,1,0.62,0.46,21266846,20266846
522,test,261,20266846,0,0.54,0.62,20266846,21266846
523,test,261,20266846,1,0.62,0.54,21266846,20266846
524,test,262,20266847,0,0.38,0.46,20266847,21266847
525,test,262,20266847,1,0.46,0.38,21266847,20266847
526,test,263,20266847,0,0.38,0.54,20266847,21266847
527,test,263,20266847,1,0.54,0.38,21266847,20266847
528,test,264,20266847,0,0.38,0.62,20266847,21266847
529,test,264,20266847,1,0.62,0.38,21266847,20266847
530,test,265,20266847,0,0.46,0.54,20266847,21266847
531,test,265,20266847,1,0.54,0.46,21266847,20266847
532,test,266,20266847,0,0.46,0.62,20266847,21266847
533,test,266,20266847,1,0.62,0.46,21266847,20266847
534,test,267,20266847,0,0.54,0.62,20266847,21266847
535,test,267,20266847,1,0.62,0.54,21266847,20266847
536,test,268,20266848,0,0.38,0.46,20266848,21266848
537,test,268,20266848,1,0.46,0.38,21266848,20266848
538,test,269,20266848,0,0.38,0.54,20266848,21266848
539,test,269,20266848,1,0.54,0.38,21266848,20266848
540,test,270,20266848,0,0.38,0.62,20266848,21266848
541,test,270,20266848,1,0.62,0.38,21266848,20266848
542,test,271,20266848,0,0.46,0.54,20266848,21266848
543,test,271,20266848,1,0.54,0.46,21266848,20266848
544,test,272,20266848,0,0.46,0.62,20266848,21266848
545,test,272,20266848,1,0.62,0.46,21266848,20266848
546,test,273,20266848,0,0.54,0.62,20266848,21266848
547,test,273,20266848,1,0.62,0.54,21266848,20266848
548,test,274,20266849,0,0.38,0.46,20266849,21266849
549,test,274,20266849,1,0.46,0.38,21266849,20266849
550,test,275,20266849,0,0.38,0.54,20266849,21266849
551,test,275,20266849,1,0.54,0.38,21266849,20266849
552,test,276,20266849,0,0.38,0.62,20266849,21266849
553,test,276,20266849,1,0.62,0.38,21266849,20266849
554,test,277,20266849,0,0.46,0.54,20266849,21266849
555,test,277,20266849,1,0.54,0.46,21266849,20266849
556,test,278,20266849,0,0.46,0.62,20266849,21266849
557,test,278,20266849,1,0.62,0.46,21266849,20266849
558,test,279,20266849,0,0.54,0.62,20266849,21266849
559,test,279,20266849,1,0.62,0.54,21266849,20266849
560,test,280,20266850,0,0.38,0.46,20266850,21266850
561,test,280,20266850,1,0.46,0.38,21266850,20266850
562,test,281,20266850,0,0.38,0.54,20266850,21266850
563,test,281,20266850,1,0.54,0.38,21266850,20266850
564,test,282,20266850,0,0.38,0.62,20266850,21266850
565,test,282,20266850,1,0.62,0.38,21266850,20266850
566,test,283,20266850,0,0.46,0.54,20266850,21266850
567,test,283,20266850,1,0.54,0.46,21266850,20266850
568,test,284,20266850,0,0.46,0.62,20266850,21266850
569,test,284,20266850,1,0.62,0.46,21266850,20266850
570,test,285,20266850,0,0.54,0.62,20266850,21266850
571,test,285,20266850,1,0.62,0.54,21266850,20266850
572,test,286,20266851,0,0.38,0.46,20266851,21266851
573,test,286,20266851,1,0.46,0.38,21266851,20266851
574,test,287,20266851,0,0.38,0.54,20266851,21266851
575,test,287,20266851,1,0.54,0.38,21266851,20266851
576,test,288,20266851,0,0.38,0.62,20266851,21266851
577,test,288,20266851,1,0.62,0.38,21266851,20266851
578,test,289,20266851,0,0.46,0.54,20266851,21266851
579,test,289,20266851,1,0.54,0.46,21266851,20266851
580,test,290,20266851,0,0.46,0.62,20266851,21266851
581,test,290,20266851,1,0.62,0.46,21266851,20266851
582,test,291,20266851,0,0.54,0.62,20266851,21266851
583,test,291,20266851,1,0.62,0.54,21266851,20266851
584,test,292,20266852,0,0.38,0.46,20266852,21266852
585,test,292,20266852,1,0.46,0.38,21266852,20266852
586,test,293,20266852,0,0.38,0.54,20266852,21266852
587,test,293,20266852,1,0.54,0.38,21266852,20266852
588,test,294,20266852,0,0.38,0.62,20266852,21266852
589,test,294,20266852,1,0.62,0.38,21266852,20266852
590,test,295,20266852,0,0.46,0.54,20266852,21266852
591,test,295,20266852,1,0.54,0.46,21266852,20266852
592,test,296,20266852,0,0.46,0.62,20266852,21266852
593,test,296,20266852,1,0.62,0.46,21266852,20266852
594,test,297,20266852,0,0.54,0.62,20266852,21266852
595,test,297,20266852,1,0.62,0.54,21266852,20266852
596,test,298,20266853,0,0.38,0.46,20266853,21266853
597,test,298,20266853,1,0.46,0.38,21266853,20266853
598,test,299,20266853,0,0.38,0.54,20266853,21266853
599,test,299,20266853,1,0.54,0.38,21266853,20266853
600,test,300,20266853,0,0.38,0.62,20266853,21266853
601,test,300,20266853,1,0.62,0.38,21266853,20266853
602,test,301,20266853,0,0.46,0.54,20266853,21266853
603,test,301,20266853,1,0.54,0.46,21266853,20266853
604,test,302,20266853,0,0.46,0.62,20266853,21266853
605,test,302,20266853,1,0.62,0.46,21266853,20266853
606,test,303,20266853,0,0.54,0.62,20266853,21266853
607,test,303,20266853,1,0.62,0.54,21266853,20266853
608,test,304,20266854,0,0.38,0.46,20266854,21266854
609,test,304,20266854,1,0.46,0.38,21266854,20266854
610,test,305,20266854,0,0.38,0.54,20266854,21266854
611,test,305,20266854,1,0.54,0.38,21266854,20266854
612,test,306,20266854,0,0.38,0.62,20266854,21266854
613,test,306,20266854,1,0.62,0.38,21266854,20266854
614,test,307,20266854,0,0.46,0.54,20266854,21266854
615,test,307,20266854,1,0.54,0.46,21266854,20266854
616,test,308,20266854,0,0.46,0.62,20266854,21266854
617,test,308,20266854,1,0.62,0.46,21266854,20266854
618,test,309,20266854,0,0.54,0.62,20266854,21266854
619,test,309,20266854,1,0.62,0.54,21266854,20266854
620,test,310,20266855,0,0.38,0.46,20266855,21266855
621,test,310,20266855,1,0.46,0.38,21266855,20266855
622,test,311,20266855,0,0.38,0.54,20266855,21266855
623,test,311,20266855,1,0.54,0.38,21266855,20266855
624,test,312,20266855,0,0.38,0.62,20266855,21266855
625,test,312,20266855,1,0.62,0.38,21266855,20266855
626,test,313,20266855,0,0.46,0.54,20266855,21266855
627,test,313,20266855,1,0.54,0.46,21266855,20266855
628,test,314,20266855,0,0.46,0.62,20266855,21266855
629,test,314,20266855,1,0.62,0.46,21266855,20266855
630,test,315,20266855,0,0.54,0.62,20266855,21266855
631,test,315,20266855,1,0.62,0.54,21266855,20266855
632,test,316,20266856,0,0.38,0.46,20266856,21266856
633,test,316,20266856,1,0.46,0.38,21266856,20266856
634,test,317,20266856,0,0.38,0.54,20266856,21266856
635,test,317,20266856,1,0.54,0.38,21266856,20266856
636,test,318,20266856,0,0.38,0.62,20266856,21266856
637,test,318,20266856,1,0.62,0.38,21266856,20266856
638,test,319,20266856,0,0.46,0.54,20266856,21266856
639,test,319,20266856,1,0.54,0.46,21266856,20266856
640,test,320,20266856,0,0.46,0.62,20266856,21266856
641,test,320,20266856,1,0.62,0.46,21266856,20266856
642,test,321,20266856,0,0.54,0.62,20266856,21266856
643,test,321,20266856,1,0.62,0.54,21266856,20266856
644,test,322,20266857,0,0.38,0.46,20266857,21266857
645,test,322,20266857,1,0.46,0.38,21266857,20266857
646,test,323,20266857,0,0.38,0.54,20266857,21266857
647,test,323,20266857,1,0.54,0.38,21266857,20266857
648,test,324,20266857,0,0.38,0.62,20266857,21266857
649,test,324,20266857,1,0.62,0.38,21266857,20266857
650,test,325,20266857,0,0.46,0.54,20266857,21266857
651,test,325,20266857,1,0.54,0.46,21266857,20266857
652,test,326,20266857,0,0.46,0.62,20266857,21266857
653,test,326,20266857,1,0.62,0.46,21266857,20266857
654,test,327,20266857,0,0.54,0.62,20266857,21266857
655,test,327,20266857,1,0.62,0.54,21266857,20266857
656,test,328,20266858,0,0.38,0.46,20266858,21266858
657,test,328,20266858,1,0.46,0.38,21266858,20266858
658,test,329,20266858,0,0.38,0.54,20266858,21266858
659,test,329,20266858,1,0.54,0.38,21266858,20266858
660,test,330,20266858,0,0.38,0.62,20266858,21266858
661,test,330,20266858,1,0.62,0.38,21266858,20266858
662,test,331,20266858,0,0.46,0.54,20266858,21266858
663,test,331,20266858,1,0.54,0.46,21266858,20266858
664,test,332,20266858,0,0.46,0.62,20266858,21266858
665,test,332,20266858,1,0.62,0.46,21266858,20266858
666,test,333,20266858,0,0.54,0.62,20266858,21266858
667,test,333,20266858,1,0.62,0.54,21266858,20266858
668,test,334,20266859,0,0.38,0.46,20266859,21266859
669,test,334,20266859,1,0.46,0.38,21266859,20266859
670,test,335,20266859,0,0.38,0.54,20266859,21266859
671,test,335,20266859,1,0.54,0.38,21266859,20266859
672,test,336,20266859,0,0.38,0.62,20266859,21266859
673,test,336,20266859,1,0.62,0.38,21266859,20266859
674,test,337,20266859,0,0.46,0.54,20266859,21266859
675,test,337,20266859,1,0.54,0.46,21266859,20266859
676,test,338,20266859,0,0.46,0.62,20266859,21266859
677,test,338,20266859,1,0.62,0.46,21266859,20266859
678,test,339,20266859,0,0.54,0.62,20266859,21266859
679,test,339,20266859,1,0.62,0.54,21266859,20266859
680,test,340,20266860,0,0.38,0.46,20266860,21266860
681,test,340,20266860,1,0.46,0.38,21266860,20266860
682,test,341,20266860,0,0.38,0.54,20266860,21266860
683,test,341,20266860,1,0.54,0.38,21266860,20266860
684,test,342,20266860,0,0.38,0.62,20266860,21266860
685,test,342,20266860,1,0.62,0.38,21266860,20266860
686,test,343,20266860,0,0.46,0.54,20266860,21266860
687,test,343,20266860,1,0.54,0.46,21266860,20266860
688,test,344,20266860,0,0.46,0.62,20266860,21266860
689,test,344,20266860,1,0.62,0.46,21266860,20266860
690,test,345,20266860,0,0.54,0.62,20266860,21266860
691,test,345,20266860,1,0.62,0.54,21266860,20266860
692,test,346,20266861,0,0.38,0.46,20266861,21266861
693,test,346,20266861,1,0.46,0.38,21266861,20266861
694,test,347,20266861,0,0.38,0.54,20266861,21266861
695,test,347,20266861,1,0.54,0.38,21266861,20266861
696,test,348,20266861,0,0.38,0.62,20266861,21266861
697,test,348,20266861,1,0.62,0.38,21266861,20266861
698,test,349,20266861,0,0.46,0.54,20266861,21266861
699,test,349,20266861,1,0.54,0.46,21266861,20266861
700,test,350,20266861,0,0.46,0.62,20266861,21266861
701,test,350,20266861,1,0.62,0.46,21266861,20266861
702,test,351,20266861,0,0.54,0.62,20266861,21266861
703,test,351,20266861,1,0.62,0.54,21266861,20266861
