kind,amplitude,f0,f1,phase,sample_id,phase2,ratio,split
mixture,0.8802756534590167,2.0073657651030907,5.783304514956834,0.8657955283521357,278,0.038743567445746585,0.6106256670038944,train
sine,0.623705409954448,4.051664474339866,4.051664474339866,1.350563521853263,279,,,train
chirp,0.966433761742633,1.6661225964635655,7.7648868399147855,-2.5325375364518825,280,,,test
mixture,0.8970153934057441,3.326801839307202,5.0777063127004665,-0.9587606087412026,281,-0.8904114135153791,0.4496522117667286,train
sine,0.9468237931992869,4.596084436938027,4.596084436938027,0.9543770848905453,282,,,train
chirp,0.6009594609070166,1.627183250424839,4.195915220941536,-1.8974629879975895,283,,,test
mixture,0.6766570873939763,1.0208922039375623,7.109949552370424,-2.137665677594616,284,2.865705024740251,0.6619576170311554,train
sine,0.5846782986919496,5.681232100853701,5.681232100853701,-0.08482029402720803,285,,,test
chirp,0.6580127394089332,1.8721593593123027,6.020791716269265,0.050648751544617454,286,,,validation
mixture,0.5386867841796701,1.8030955328572058,7.2916128063799475,-0.8159595651283937,287,2.7622573248599425,0.5966808160383852,train
sine,0.7043157389281695,5.791157917576966,5.791157917576966,0.4763576174991644,288,,,train
chirp,0.8679011478296806,0.6498556443779866,7.863830272228306,-0.40232504221870524,289,,,train
mixture,0.989900113717179,1.3451552091594179,7.496084242399391,-2.340126351122435,290,2.3980552680820644,0.5075249117963385,test
sine,0.9928032153964673,4.9771616644757986,4.9771616644757986,0.9400787375845816,291,,,train
chirp,0.5759763240329543,1.7610738662998673,7.924215650179948,1.6789105854984792,292,,,train
mixture,0.6208256164614645,1.3476470551646273,5.083181713018622,-2.4329703050534635,293,0.43681722288790237,0.45363424416288883,train
sine,0.7315800580203173,5.070680929775234,5.070680929775234,1.5386836213597412,294,,,test
chirp,0.9752730181698206,2.3377815683950613,4.32125717623483,2.0934748907627263,295,,,validation
mixture,0.7893975761999219,1.8965431371033814,7.891929121924302,2.9978058971861046,296,0.7341941444603624,0.415087940507705,test
sine,0.5137621797753917,2.6174067994972567,2.6174067994972567,2.7695759643075526,297,,,train
chirp,0.9859411366076689,1.4367939134818837,5.900326505922443,2.7828046171887415,298,,,train
mixture,0.7338542544748354,1.3580483054022312,4.5879918026896025,0.9922048321976877,299,-0.6039378961826039,0.44586435708009553,train
sine,0.7630729721428355,3.164175175324038,3.164175175324038,-2.9082756810740054,300,,,validation
chirp,0.7808358049813338,1.7117687979151461,4.525155087275815,-1.297227227612735,301,,,test
mixture,0.5876333173857983,1.3397977278496542,7.675329327652882,-0.05652627445161462,302,0.9986473499612725,0.7331550331217642,train
sine,0.8548839693746647,1.5622476668549112,1.5622476668549112,2.803291392726859,303,,,train
chirp,0.8205141267226719,0.6059822319461481,6.318434850796514,-0.2940203479522854,304,,,train
mixture,0.8648430005446747,2.944476282072963,6.146702592307792,-0.605335630032791,305,-1.0220258582092163,0.7418815684400588,train
sine,0.8711436552467255,5.651242578549287,5.651242578549287,-0.1361311286562521,306,,,train
chirp,0.862221367224158,0.895516165521042,6.821530754741117,-0.47856155819770185,307,,,train
mixture,0.5869206673230762,1.7460242737364462,5.053816312790514,-0.607747365394641,308,-0.8025809414826361,0.32385270432686625,validation
sine,0.582105159141425,2.533255176743127,2.533255176743127,0.8719354113985052,309,,,train
chirp,0.5637069595830911,1.1474434991283542,7.963201224498199,-0.36997083998120317,310,,,train
mixture,0.5297196602280276,3.840822043078763,6.395085020816909,2.458271763291558,311,0.5276662093774505,0.5956507629603475,train
sine,0.9359027812216622,1.8487559317147082,1.8487559317147082,-0.8943111819014247,312,,,validation
chirp,0.6073134977557944,1.9773655036434674,5.981901301624131,2.3959628052044097,313,,,train
mixture,0.6521607705029129,1.8915544369440198,6.243660592207771,0.634298792870684,314,-0.5661443761602283,0.5957036133789981,train
sine,0.8462596951267845,5.223781259096921,5.223781259096921,-1.005435342886602,315,,,train
chirp,0.9743707682091081,1.0874043325179437,4.214091934279857,-1.2081835857374232,316,,,test
mixture,0.5601387492423514,1.787867677521514,7.036707356577709,0.6328069118700279,317,-2.3685588472310517,0.6679000490482989,train
sine,0.6346390793462895,2.07916722112219,2.07916722112219,2.468508277977697,318,,,test
chirp,0.7546137743979491,0.7569908306970572,6.238500847317911,-3.0143732818125675,319,,,validation
mixture,0.6229519516201816,1.295149693518911,6.238964593105585,-0.8595828085845536,320,-0.9879307242229869,0.591455457308508,validation
sine,0.788395902447546,6.821118292392672,6.821118292392672,-1.9223624881765626,321,,,test
chirp,0.9835422963614059,1.138948810047515,7.744430701763781,0.1369749093794459,322,,,test
mixture,0.9817641135129754,3.582710852299801,7.777890406711876,-2.9764127784269405,323,-2.0475794234471407,0.6478042367144378,test
sine,0.681544376641803,4.547445016080289,4.547445016080289,2.9566731474642696,324,,,train
chirp,0.5434701575841553,0.5470793299455763,4.773829937420182,1.9598721395193701,325,,,train
mixture,0.8835844520973759,3.784119486307292,6.422906688392274,-2.9353952939584764,326,1.7097474154950643,0.5970272387878179,train
sine,0.7404602853187874,3.2925507139665378,3.2925507139665378,-1.9797165527452623,327,,,train
chirp,0.5143886960405116,1.1028658255244799,5.11362205547454,-0.6865345693172484,328,,,train
mixture,0.7185939989751994,2.603495137934168,7.353412469771019,-2.414136217352481,329,-1.9461360495390032,0.45440069656810533,train
sine,0.5232984662079715,2.7684109086619344,2.7684109086619344,0.17207763845500024,330,,,validation
chirp,0.6073510185054432,1.8718159280776887,4.960923483268548,2.001004443310756,331,,,train
mixture,0.817327290496936,3.595767054586479,7.499264637762652,-0.22084663328490306,332,0.927116590299164,0.33427486027483183,train
sine,0.7322060193648761,2.39162351556825,2.39162351556825,-1.4856235579899235,333,,,validation
chirp,0.5679132985260931,1.9152873331122133,5.346991948226147,-1.3532361742652237,334,,,train
mixture,0.9727795709177248,2.05800354989648,7.898975187583462,-1.1154438841835974,335,1.2870955675774454,0.32915599994812456,train
sine,0.5022235858992294,1.3723893193400465,1.3723893193400465,-3.111130870326274,336,,,train
chirp,0.9871205951709099,0.5241617098031934,4.411731336163177,0.7489585410801776,337,,,train
mixture,0.5169295839829491,1.1302234578900263,7.075487758489675,-2.251542400421036,338,1.4153944581952675,0.2736729486644594,validation
sine,0.7318791283344263,1.1242353795346456,1.1242353795346456,0.0684645012698013,339,,,train
chirp,0.9900274550869557,2.4948768255513025,7.027332972587034,1.163454601550959,340,,,test
mixture,0.549640414918378,1.874930672988476,6.271171472416506,1.3255982190358706,341,0.9408041455321792,0.695379532849937,test
sine,0.5808521480746929,5.914521428322845,5.914521428322845,0.9354320311266662,342,,,train
chirp,0.7697367805961977,1.4964926562421224,6.842693968092108,3.07951614590596,343,,,validation
mixture,0.9404048236930862,1.655383510555171,5.77635594283541,0.8986933014669294,344,1.6884207174225159,0.5498191312006706,train
sine,0.5175486745368957,1.1559618510078642,1.1559618510078642,2.820018908167537,345,,,train
chirp,0.6771152319455284,1.3979833329195743,5.39578957986541,0.13970610675430706,346,,,test
mixture,0.8596646033970244,3.1888650659616706,4.6209880723025964,0.47167054258788443,347,-0.2071867256672162,0.5062818415524541,validation
sine,0.567336321070423,1.5183644717996878,1.5183644717996878,-2.122148426718687,348,,,validation
chirp,0.8438270178496798,0.9013513379435842,7.479568193627906,-2.7302568599686414,349,,,train
mixture,0.9813894448423797,1.0124969976732021,6.278472271262027,-1.7648288904554514,350,2.0691046045103416,0.5063195169288794,train
sine,0.7342523059234437,3.0872484668272637,3.0872484668272637,2.2406140911789105,351,,,validation
chirp,0.8518548218566486,0.8952896606516696,5.660540262654793,-0.6369211155999137,352,,,train
mixture,0.924955925935685,2.0457368135428147,6.6261690701726526,-0.1253565483888459,353,0.41228503383397186,0.28191772126198944,train
sine,0.7513890976868053,4.679299974058311,4.679299974058311,1.2983778621814848,354,,,train
chirp,0.5430336423309191,0.960003746669571,6.895930565200713,2.7159882734026066,355,,,train
mixture,0.5655701025022448,1.4395531608233991,7.73091276760022,-2.5343279802829337,356,-1.7107932963472718,0.3139376361557506,test
sine,0.7207861951493505,4.764259186461074,4.764259186461074,-1.6637833199820478,357,,,train
chirp,0.6504768096395941,0.654507353554179,6.47920419116561,-0.6411924696118736,358,,,train
mixture,0.5292556739577394,1.0489123878410436,5.868501063586254,-0.29984108862034153,359,1.6186591223286086,0.7110226170541933,validation
sine,0.962874998398228,3.6173365284364785,3.6173365284364785,2.5894997793401933,360,,,train
chirp,0.9466672576381567,2.0012911734957903,7.177563897427186,-0.5289249153082229,361,,,train
mixture,0.9052154732833053,2.1202183637015333,5.93551851268694,0.8099877610095603,362,1.7533058511484017,0.7041252778249998,validation
sine,0.9193107410281722,3.285694960571397,3.285694960571397,0.47853797059824554,363,,,test
chirp,0.5051640935231503,0.9901072886868427,6.206552607938168,-1.710498081103107,364,,,validation
mixture,0.5173443585468341,3.30410303574552,7.615289697147372,-1.9912770310758392,365,0.3675047331382322,0.4232839889072287,train
sine,0.7306593290321861,1.4118328270379066,1.4118328270379066,-1.6876794946280325,366,,,test
chirp,0.5651041533623595,2.1286867794681354,6.939329309631214,1.1782110643635821,367,,,validation
mixture,0.7064568910816182,1.8904374379424045,4.751172619644149,2.651635536453628,368,1.8095219698883556,0.54073874384295,train
sine,0.612887187114449,6.514505046573794,6.514505046573794,2.765287776684823,369,,,validation
chirp,0.6028418304114425,0.991168095012104,6.7862110015340225,-1.129793385318711,370,,,validation
mixture,0.5354707972404475,2.021436201888173,7.846367153392864,1.4683275333816805,371,1.4359940255319827,0.524304280040478,train
sine,0.6141465003911848,4.277262487299777,4.277262487299777,-0.2208122112675337,372,,,train
chirp,0.7752732469303398,1.0075290383455096,7.048230594628155,0.7747342271987474,373,,,test
mixture,0.9989990964437084,2.3455691318416245,6.941472642893814,-2.106335867005197,374,-1.1283668518313936,0.5441943677698242,test
sine,0.9649052027639824,1.6899850955695055,1.6899850955695055,1.3694467055650286,375,,,validation
chirp,0.5528873037191877,0.5797057195023236,5.81879441201628,-1.9023833932201983,376,,,train
mixture,0.7440764409320881,1.9206277224569213,4.533032347867471,-0.7080951211148361,377,-2.07649289033312,0.6127486884601581,train
sine,0.8261125539139482,3.168298679315594,3.168298679315594,2.045663038942421,378,,,train
chirp,0.7737709702047013,2.3060636627775764,6.455395371846626,1.78626929823188,379,,,test
mixture,0.6778492914681201,1.6695996192531912,4.677286459918733,-2.9858593929112938,380,0.5169356005070767,0.4095295834530054,validation
sine,0.8482675684116968,6.541718428190384,6.541718428190384,-0.28411891993099836,381,,,train
chirp,0.5704549974187916,1.9726749739079568,4.994538762985458,-2.2748515879650935,382,,,train
mixture,0.6958244470900086,2.195014682027784,6.034076991890441,2.250504892372782,383,-2.3507694055889248,0.685495915471383,validation
sine,0.8161744641437398,4.1321447706557715,4.1321447706557715,-2.7013418509513523,384,,,train
chirp,0.7002178881908254,2.2606937931369404,6.650203452905583,-0.11592674785656731,385,,,train
mixture,0.9270209866965295,3.564215688190975,7.562827405594065,-1.438395499189428,386,-0.2155414829350355,0.3198232609451705,train
sine,0.8929702917434448,6.513423495033469,6.513423495033469,-0.30128543292786114,387,,,validation
chirp,0.5514769891095701,1.123096232401711,7.421997072033713,-2.64870288572555,388,,,train
mixture,0.7146011001174742,2.1785382881954765,5.4230883821058296,2.608891561551938,389,-2.926828890913425,0.5155629016522378,train
sine,0.5523984955252401,3.0350729810347294,3.0350729810347294,1.6053053330403024,390,,,train
chirp,0.7270704818628926,1.9388450733272613,7.781473237160638,1.0370450422077298,391,,,validation
mixture,0.7468831313368706,2.205423103249437,4.7726084401007,-3.088455739996575,392,1.4795850301270903,0.6625831902634014,test
sine,0.8539857351768441,5.573388091369001,5.573388091369001,1.5080454557053562,393,,,train
chirp,0.5238725821946413,1.0896004600316054,4.998559271101325,2.566817995769412,394,,,test
mixture,0.7182710795331939,2.526529069075332,7.537034155045149,-2.3805921656463376,395,0.5919179161671466,0.6842861967358654,validation
sine,0.5656956549834202,2.256485763135467,2.256485763135467,2.578984246363575,396,,,train
chirp,0.9107579070251116,0.9770993848459164,6.936544476198346,1.0482311700417641,397,,,train
mixture,0.5977321028946321,2.077565460968836,5.823505734058501,1.1172306450785428,398,0.1557559474137471,0.259551848817944,test
sine,0.6218095687743235,5.278353981969426,5.278353981969426,-2.7938071525328363,399,,,train
chirp,0.6912083655206915,1.3905368789565835,6.443080190277178,2.8651987729369317,400,,,train
mixture,0.7457180376698977,1.1751400918397341,7.130864648781753,1.156066332251834,401,0.21164372336060477,0.7107018176490533,validation
sine,0.8496710957102349,6.740864876526546,6.740864876526546,-1.2590319089751785,402,,,train
chirp,0.9123878532475427,1.486549626384365,5.433729999679468,-1.319157234648512,403,,,train
mixture,0.6066489440368331,2.9996679817409206,5.572766818407693,-2.0128828139894654,404,1.4943790952023113,0.5736801910953804,train
sine,0.7092770924130278,3.694813877935945,3.694813877935945,0.5015921822163198,405,,,validation
chirp,0.7494423623690772,0.746373523172803,5.428182618072446,0.22024864271961286,406,,,train
mixture,0.7512396868083828,2.6513965484180275,7.012404066161215,-1.052492230368621,407,0.39883026334380833,0.5995513232519991,train
sine,0.8683827422033004,3.8959599311237,3.8959599311237,-0.15772749595631552,408,,,train
chirp,0.9062177427206068,1.509969224195333,6.9885547995052,0.9271381718674068,409,,,train
mixture,0.5362821143064599,2.020951132235696,6.600368609259131,-1.610415132926391,410,-1.0421498558444315,0.6504222738071905,train
sine,0.8587255323113121,1.3757797354652583,1.3757797354652583,0.59732205574615,411,,,test
chirp,0.5429691058537459,0.7500970631167971,5.398345246141075,-0.019833419918160455,412,,,train
mixture,0.9356025303681104,2.902257595629893,5.6964939025758605,1.8830315240510789,413,1.2610936361221237,0.40121311873023585,train
sine,0.5561688088911303,2.026265487180683,2.026265487180683,1.3937830014149064,414,,,validation
chirp,0.9458863396953645,1.3014717803398188,7.20229171002514,0.2936433487100909,415,,,train
mixture,0.99261858769921,3.3511268268539536,6.058637616016801,-2.656160896131036,416,3.0217117289526385,0.5306886891315916,train
sine,0.877543180698037,1.7181229247928642,1.7181229247928642,1.486483511090416,417,,,train
chirp,0.8225353818822152,1.4526222490351388,7.928536960633702,2.346220566324834,418,,,train
mixture,0.5422172768616267,3.93816181607975,7.8413887719675675,-0.6361711186744992,419,-0.132012810453618,0.676130613607746,test
sine,0.5930387651051836,6.300577163299671,6.300577163299671,-2.8088258822214764,420,,,test
chirp,0.7253372818441237,1.3668979114378688,4.951532811626992,-1.737628872896547,421,,,train
mixture,0.6347377829315237,1.846683913496685,4.572846093755609,1.2534269880702107,422,-2.7009044488192195,0.6404314081601723,validation
sine,0.5647450566388035,4.093023600840856,4.093023600840856,1.2939202339415568,423,,,train
chirp,0.9013201061199604,0.6008913733095831,5.430150489961301,2.2486437185049377,424,,,train
mixture,0.952651645437274,2.8878348796605273,6.002691001672043,0.6965420504084348,425,0.6096726104466663,0.42560196012214224,test
sine,0.9997726307943657,4.880136476377279,4.880136476377279,0.616065397615043,426,,,train
chirp,0.6320907476331346,1.698359521795937,6.396676244895634,0.09708333255107915,427,,,validation
mixture,0.5632022257098375,1.5896118752691677,6.366655749019122,2.1803936480011936,428,-0.820464171786031,0.4716391122760195,train
sine,0.9260384459517088,3.74803068983488,3.74803068983488,-0.8933870027678221,429,,,validation
chirp,0.6365258760841128,1.148139312812606,7.522025008936579,0.6462781405180165,430,,,train
mixture,0.633951522252964,1.8845947994389318,7.327608365375369,-0.6732068870664656,431,2.013765100477717,0.7243807317209894,validation
sine,0.9594621118605661,3.129795876571179,3.129795876571179,2.8302176804791817,432,,,train
chirp,0.5215356720758613,1.01694288519062,7.402654309022795,-2.4272398778201167,433,,,test
mixture,0.8578681426922348,2.192833996822542,6.874130742073678,-2.945449778555171,434,1.2770671308385397,0.5099918005254085,validation
sine,0.7835424893259122,3.570157033305781,3.570157033305781,2.276815331025672,435,,,train
chirp,0.8300574277475665,1.2137814817040011,5.6858915340070535,-1.5413295631007646,436,,,test
mixture,0.5409180889492629,2.765892458133285,6.214931519718776,-0.7696802249488002,437,2.7879786059006895,0.5997396609558762,validation
sine,0.5757245119278483,5.312445894873158,5.312445894873158,-0.09050599180744712,438,,,train
chirp,0.8588568359233723,2.258165524901101,7.19920572188639,0.5562208655589345,439,,,train
mixture,0.6323429208732354,3.7715515141260383,7.361501625441777,0.525683281128527,440,-0.2804627349791353,0.29753282379822527,train
sine,0.5274004708926268,1.9444436179535929,1.9444436179535929,-2.174273980238034,441,,,train
chirp,0.9332723973957979,2.060339492239682,6.792961322096249,-0.24273523454696866,442,,,train
mixture,0.7775752408869925,3.705855515040823,6.184220653128852,-0.1867139235467863,443,-1.6770914255767295,0.5916896795550548,test
sine,0.9296947419210462,5.555487616005591,5.555487616005591,-2.466917103597125,444,,,train
chirp,0.5791626652760284,1.7761069122926203,5.622240988005135,3.126751829123336,445,,,validation
mixture,0.5681075464736729,1.8780303630244326,7.2787587716040925,3.127723348774782,446,-1.973687344406959,0.6446124403998453,train
sine,0.8625563880510381,5.533138281892741,5.533138281892741,0.6433985352561851,447,,,train
chirp,0.8853049589960114,0.8263690666150452,6.730344031123914,0.24847565277921424,448,,,validation
mixture,0.7109453002245391,2.7482933705129375,6.574225094909242,-1.4034479900565615,449,1.7281340674052377,0.4650608057395211,train
sine,0.6624625499410774,6.783198446663478,6.783198446663478,-2.623818267107287,450,,,train
chirp,0.699720953834517,1.5059497842144831,5.654555500361835,1.5014918361509677,451,,,test
mixture,0.5163493206440561,2.6659068144384204,7.790012463043849,2.8580416663124106,452,-0.4597300193139531,0.32471525000965606,train
sine,0.9842826915746723,1.6843571873316134,1.6843571873316134,0.20710050380593747,453,,,train
chirp,0.8421145720129003,1.4025536259474642,7.0991681338512995,2.754179096239012,454,,,test
mixture,0.6071621689140303,2.8709914692144545,6.959482901159642,0.732869484525609,455,2.1912550809169105,0.31514963757297976,train
sine,0.6253856614086528,5.344093070606313,5.344093070606313,2.8350567656019123,456,,,train
chirp,0.6907556380311536,1.6054277263748917,4.116248182676012,-2.6255949939818684,457,,,validation
mixture,0.7217736467096358,3.919569756233248,5.918238034879216,-0.14059974086615457,458,-2.433208677276584,0.38749267758143124,test
sine,0.8365995656036975,5.8420082027197395,5.8420082027197395,-0.6317422114778068,459,,,train
chirp,0.6931150758331197,0.9469091303178865,4.378005763758065,2.367658656569688,460,,,test
mixture,0.8591254146085507,1.3998122894816274,5.650687065183646,-1.47486658097389,461,0.5497574337636588,0.5065271509599953,train
sine,0.8980381644796096,1.059400002760121,1.059400002760121,-0.6935204081563207,462,,,train
chirp,0.5118744660505635,0.9781315724209789,5.037129610216982,-0.67758987131378,463,,,test
mixture,0.7551552926393861,3.893527952012081,7.590610645899064,-1.3985166759058802,464,-2.327062669879611,0.6231679723608086,train
sine,0.7366424989472744,1.5065390939721877,1.5065390939721877,0.9506715566381247,465,,,validation
chirp,0.8314163383888296,1.7947750206773398,6.965589429920092,-0.5911333612405829,466,,,validation
mixture,0.8558222984612922,3.8485811932681355,6.268471564354698,-2.004242109841404,467,2.325507592966895,0.6525427739648435,train
sine,0.6932229959132398,1.4929251564729198,1.4929251564729198,2.8873434385670587,468,,,train
chirp,0.8783259218898143,1.214781431116449,6.182718848425939,-1.2561086393928311,469,,,train
mixture,0.5566292798044815,3.0596449061800537,7.519214463671766,1.3468154410454973,470,1.9064778108653515,0.7163759087443426,train
sine,0.7359316418762711,4.846354279783479,4.846354279783479,-1.5292730860437198,471,,,train
chirp,0.801658102091019,0.7167422207496641,5.989806299256654,-2.4696258506371334,472,,,test
mixture,0.7295691673626068,1.506499617748764,7.5236689224082,-2.9393894608336284,473,-0.7847093969693604,0.579404691555244,train
sine,0.8549758306269262,5.518238422443677,5.518238422443677,2.498992559108374,474,,,train
chirp,0.5251555142251414,0.9541594444747115,6.134937946853295,2.347302889647308,475,,,train
mixture,0.9994179522973865,1.1021408123016734,7.388331563922522,-1.9103017201177481,476,1.121455986268721,0.6650441495825454,train
sine,0.741906169680963,1.7038733441749112,1.7038733441749112,1.1455737554541008,477,,,train
chirp,0.5211660524078324,0.7907289678648584,4.671298533040375,2.9197109646321158,478,,,train
mixture,0.5652580894721445,2.987379312248222,6.543216054853329,-0.9076596064094686,479,2.739137030883919,0.34945000424328515,test
sine,0.7749192070374489,5.463637975225437,5.463637975225437,-2.7045774465533357,480,,,train
chirp,0.8409671049860572,1.114435327742446,7.962189915072921,-0.3599580411351173,481,,,test
mixture,0.8958710987565794,3.7519118346533062,4.892062324868974,-1.1940693702629284,482,-0.7221221980292083,0.595638566554509,train
sine,0.658906422411191,1.2156114342573938,1.2156114342573938,-2.0822059433666813,483,,,test
chirp,0.8191261685744995,2.336943299017332,6.135974020113347,1.0509145187388782,484,,,train
mixture,0.9342589450406793,3.5585431471021547,7.772202056723598,-2.8565943311370425,485,2.7465439159256695,0.48962109862418013,train
sine,0.5394965432025312,3.3843989604164926,3.3843989604164926,-0.3869364979965124,486,,,validation
chirp,0.8725505649475074,1.083178771289805,6.8025785069009235,-2.146596979739568,487,,,test
mixture,0.7389270579149052,1.796565171193842,6.312780319207359,-2.141640590319772,488,-3.1386313437944158,0.3013935852171573,test
sine,0.9459273419746126,5.7899974625724155,5.7899974625724155,0.8594963105206777,489,,,train
chirp,0.7378777215882892,2.4894609900836167,5.602608917676333,1.6749926095251384,490,,,validation
mixture,0.886664982877005,3.9800893326189466,6.087300677485085,-3.040786479727945,491,2.9369580475210713,0.351570370000024,train
sine,0.5607959175935511,3.9931829682030937,3.9931829682030937,-0.21440970107320245,492,,,validation
chirp,0.9612350098996254,1.5106870819353533,7.887817218433156,-2.416496930500926,493,,,train
mixture,0.7659413537851134,2.9765109121279503,7.33882619372967,-2.0560953079682283,494,-0.8245016830813614,0.33199895880960234,train
sine,0.993013035067431,5.714902432391483,5.714902432391483,-1.3668674743720477,495,,,train
chirp,0.9603080967686091,1.9295510622850414,7.285296654775754,2.2829455617002266,496,,,train
mixture,0.6339051253664993,3.001777971807978,7.795485493673197,1.4372993571478307,497,-2.558495809832756,0.5568445934438759,train
sine,0.5951317279533079,5.609895335751265,5.609895335751265,-3.086007137778458,498,,,train
chirp,0.872403998302743,1.612836219376141,7.706150101357301,-1.365530272337787,499,,,train
mixture,0.7400495877039482,2.372110389059884,6.792154724832634,2.4991534717279817,500,-0.3826625193222757,0.5920978713978389,validation
sine,0.9907652551780676,2.428524992979817,2.428524992979817,-1.566609477596031,501,,,train
chirp,0.9995793810089666,1.3055323560072039,4.219271622648135,3.055258753431845,502,,,test
mixture,0.6530182402754883,3.3478904619130967,4.83397890884358,2.7212596324018987,503,-2.1041000251960416,0.7065461555181495,test
sine,0.966413145309517,4.581296056472556,4.581296056472556,-1.250088939276652,504,,,test
chirp,0.6712202578626115,0.5726833823258439,7.607639192530138,-0.386830457283851,505,,,train
mixture,0.763622183973939,1.6612799241720038,5.689228121329885,0.9597809670756252,506,-1.0312047779174622,0.2774391736115058,test
sine,0.859338234924653,3.831790586710219,3.831790586710219,-0.7089154325311955,507,,,train
chirp,0.8832399545915739,0.8244871327272594,5.766492468093256,-0.3893974574714205,508,,,validation
mixture,0.9791381106115351,3.6218688464224145,5.966941294813261,-1.8712638633253629,509,1.7631364452405984,0.49294016069431434,train
sine,0.6723068072708497,4.543491815037914,4.543491815037914,1.5746376473213912,510,,,train
chirp,0.6774351833664608,2.1388654282169526,6.7470126426246,-2.9977467611773156,511,,,train
mixture,0.570259389170179,3.5190416328642353,5.219086143952631,2.6987851689822513,512,-1.29312348794694,0.361767771285698,train
sine,0.8475746895148709,2.0863005298498822,2.0863005298498822,-0.4749885038510664,513,,,test
chirp,0.9817532236028227,1.2248931676147075,6.850949448046128,1.2508955899853476,514,,,validation
mixture,0.5897810409089246,1.543868774138955,7.7852570409759885,-1.0755325998800123,515,-0.58757887657455,0.6528250477316877,train
sine,0.8124499489104868,4.703050557119088,4.703050557119088,0.2858207381663598,516,,,validation
chirp,0.7224808112951224,1.2441060988349073,4.2147082276851195,-0.0009752372653841768,517,,,validation
mixture,0.8993951022616542,3.6855704817178143,5.008109999339188,1.5585736856427594,518,1.2222562593813393,0.6873655159571359,train
sine,0.965957145084098,1.283849929977528,1.283849929977528,1.222678005705184,519,,,train
chirp,0.7703759773604093,1.0017162695548472,7.667898750966318,-2.414089302487499,520,,,test
mixture,0.5076375331895213,3.9377726588164372,5.559221566843165,-0.3254548873672367,521,-2.740927628889386,0.7120232938732842,train
sine,0.8758487832507273,4.721980501477533,4.721980501477533,-3.0344286367386135,522,,,test
chirp,0.6629524534094314,1.2156816259126086,5.751323523985441,-1.976515041166995,523,,,train
mixture,0.7425629732605419,2.143862278552155,7.220878837189181,0.07044793469861199,524,-1.5787947433245801,0.6752072650304,validation
sine,0.5971802863641041,1.3705150776865185,1.3705150776865185,2.9749483618641372,525,,,train
chirp,0.7373679115846835,2.1117666404217754,4.64485871753811,-2.630257764014631,526,,,test
mixture,0.7195561282467361,2.8366051470290934,7.526864029408266,-0.7432133739695677,527,-2.8681875125909184,0.6503266049156469,train
sine,0.5466337704824362,6.332894247758785,6.332894247758785,-1.9124131498756782,528,,,test
chirp,0.8902108049906219,2.0044688037554943,5.25063663729766,-0.00031461874333515993,529,,,train
mixture,0.7533594076369658,2.1469678525874345,7.252705595076561,1.707938920191709,530,-1.5912222400793499,0.34241089002909186,validation
sine,0.801844095017926,2.1596970080272904,2.1596970080272904,-1.7752841798758041,531,,,test
chirp,0.691104668224517,0.928390603798658,6.388844084177736,2.773433797172732,532,,,train
mixture,0.8494076399896777,1.9494956695224919,5.550620066498096,2.676977816614948,533,0.3146339627121213,0.6459051847823223,train
sine,0.9318419149344543,5.564761384742972,5.564761384742972,-2.1999032782625734,534,,,test
chirp,0.8154556581600417,1.4662695586923338,6.2898337132649225,3.0571379567737305,535,,,validation
mixture,0.6966344626953691,3.725990156685416,5.787486232633038,0.766111677969513,536,-0.9759300240520243,0.6298435000821566,validation
sine,0.8379940626444702,3.001169532062371,3.001169532062371,0.05858069460623927,537,,,validation
chirp,0.6250867014294109,2.4970242517198873,7.181057974313039,1.1696343980886414,538,,,train
mixture,0.7993192129657821,2.208977531286185,5.802877124038208,3.0906547601209304,539,0.628354447371481,0.7004805636524307,validation
sine,0.8566848852315845,1.594026080774462,1.594026080774462,-2.7258289363278547,540,,,train
chirp,0.5742543808288915,1.921401346421454,5.387123205714804,0.15688767188249253,541,,,train
mixture,0.5928898063947661,2.9568740849491926,6.518902575246985,0.03382665021262854,542,1.0463117347475652,0.3590571987412743,test
sine,0.5108168122188699,2.8623141177383338,2.8623141177383338,-2.8777303546248394,543,,,train
chirp,0.5576670464199406,2.4733102685187687,4.7961544431632435,1.1754145811212595,544,,,validation
mixture,0.5498796363795936,3.233061922004813,5.137068385083468,1.7023081332360173,545,0.43135832009225217,0.5507059316275091,train
sine,0.9747431430888371,1.1091591585406295,1.1091591585406295,-2.2773388754888773,546,,,test
chirp,0.9566290792670604,2.4977849727418695,5.855591006874732,-1.3427362065868536,547,,,train
mixture,0.7617675758113573,3.7139459739165357,5.1086934637832435,2.1833643212107248,548,-1.7656959628397146,0.4730492296840824,train
sine,0.7537169209561883,5.800205998841107,5.800205998841107,2.516120956985504,549,,,validation
chirp,0.9167646387801573,1.884911067028801,6.259753418850373,0.14554530599201732,550,,,test
mixture,0.5882866600498632,1.6790236063187542,7.897176394173339,2.984231388431481,551,1.2642829447641306,0.30437021460574903,test
sine,0.7780790251383646,5.554961569834277,5.554961569834277,2.8346095628681667,552,,,validation
chirp,0.5949950622482882,2.047538428276132,7.206058848096866,3.0781084019440588,553,,,train
mixture,0.9501806399785078,1.7188426609989738,5.246634704630562,-1.5199238076614672,554,2.1100994150929626,0.4610260617739039,train
sine,0.8743978436665611,5.507364442120586,5.507364442120586,-2.985413028644814,555,,,train
